GAME_DATE,LAST_NAME,FIRST_NAME,FULL NAME,DRAFTED?,TIER,ROUND,PICK,TEAM,CLASS,SCOUT_NAME,PLAYER_SCHOOL,CONFERENCE,HEIGHT_IN,WEIGHT_LBS,POSITION1,POSITION2,BATTING_SIDE_R_L_S,THROWING_SIDE_R_L,OPPONENT_SCHOOL,OPPONENT_CONFERENCE,GAME,BP_HOME_RUNS_PULL,BP_HOME_RUNS_MIDDLE,BP_HOME_RUNS_OPPOSITE_FIELD,AT_BATS,WALKS,HITS,RUNS,STOLEN_BASES,RBIS,HOME_1ST_TIME,NUMBER_OF_SWINGS,SWING_AND_MISSES,CHASE_SWINGS,SWINGS_FB,LENGTH_OF_AT_BAT_PITCHES,HARD_CONTACT_PULL_SIDE,HARD_CONTACT_MIDDLE,HARD_CONTACT_OPPOSITE_FIELD,ABOVE_AVERAGE_DEFENSIVE_PLAYS,ERRORS_COMMITTED,PRESENT_HITTING,PRESENT_POWER,PRESENT_RUNNING,PRESENT_FIELDING,PRESENT_ARM,FUTURE_HITTING,FUTURE_POWER,FUTURE_RUNNING,FUTURE_FIELDING,FUTURE_ARM,PLAYERID,SCHOOLID,SCOUTID,GAMEKEY,COMMENTS,AVG GRADE
02/20/2018,Lazaroff,Jonathan,"Lazaroff, Jonathan",N,5,-,-,-,Jr.,Davis Salzman,Marymount California University,California Pacific Conference,70,175,2B,SS,R,R,Bethesda University,National Christian College Athletic Association West,BethesdaUniversity_At_MarymountCaliforniaUniversity,,,,5,0,2,0,1,0,4.4,9,1,1,7,2.8,1,1,0,0,0,25,20,45,35,35,30,20,45,40,35,2500,120,99,,,32
03/25/2018,Lee Tyson,Ethan,"Lee Tyson, Ethan",N,5,-,-,-,Jr.,Kyle Anderson,Haverford College,Cetennial Conference,71,-,OF,,R,R,New York University,University Athletic Association,Haverford College_AT_New York University_03/24/2018,-,-,-,4,0,2,1,0,0,3.93,5,2,0,4,3,1,0,0,0,0,30,35,70,30,35,40,45,70,35,40,1442,1614,11,7284,,40
04/24/2018,Lee Tyson,Ethan,"Lee Tyson, Ethan",N,5,-,-,-,Jr.,Ricky Conti,Haverford College,Centennial Conference ,71,,OF,,R,R,Swarthmore College,Centennial Conference ,Swarthmore College_AT_Haverford College_04/24/2018,,,,3,1,0,0,0,0,,6,0,0,1,4.75,0,1,0,0,0,35,30,35,35,35,40,30,35,35,35,1442,"1,614",28,"8,017","Short swing with good bat to ball skills. Saw more of a contact-oriented approach this year as opposed to looking to drive the ball. Hits his pitch, whether its the first pitch or fifth pitch of AB. Fringe average outfielder with fringe average arm.",34
04/27/2018,Lee Tyson,Ethan,"Lee Tyson, Ethan",N,5,-,-,-,Jr.,Ricky Conti,Haverford College,Centennial Conference ,71,,OF,,R,R,Swarthmore College,Centennial Conference ,Haverford College_AT_Swarthmore College_04/27/2018,,,,3,1,2,2,0,0,,5,1,0,4,3.5,0,0,1,0,0,35,30,35,35,35,40,30,35,35,35,1442,"1,614",28,"8,077",,34
04/21/2018,Lee-Tyson,Asher,"Lee-Tyson, Asher",N,5,-,-,-,Sr.,Anthony Argenziano,Princeton University,The Ivy League,71,175,SS,,R,R,Princeton University,The Ivy League,Princeton University_AT_Columbia University-Barnard College_04/21/2018,,,,4,0,3,0,0,0,4.07,4,0,0,2,3.75,2,0,0,1,0,45,30,55,50,40,55,35,55,50,45,2014,1681,13,7920,"Note: Left game with back tightness after running out ground ball. Very skilled hitter for Princeton. Extremely short and sweet RHH swing, teams best pure hitter. Size is playable at shortstop, despite only being 5'11"". Is a senior, and therefore draft eligible. Slick defender, turning tough double play up the middle with ease. Also has a home-to-first time of 4.07. Appears to be an established leader, and very focused at the dish.",44
03/10/2018,Lee,AJ,"Lee, AJ",N,5,-,-,-,Jr.,Duncan Wilson,"University of Maryland, College Park",Big 10,72,180,SS,INF,R,R,Bryant University,Big 10,"Bryant University_AT_University of Maryland, College Park_03/10/2018",,,,4,1,3,1,1,2,4.56,5,0,0,4,3.6,0,1,2,0,0,35,30,40,35,35,45,35,55,40,45,499,67,125,7025,,35
03/10/2018,Lee,AJ,"Lee, AJ",N,5,-,-,-,Jr.,Duncan Wilson,"University of Maryland, College Park",Big 10,72,180,SS,INF,R,R,Bryant University,Big 10,"Bryant University_AT_University of Maryland, College Park_03/10/2018",,,,4,1,3,1,1,2,4.56,5,0,0,4,3.6,0,1,2,0,0,35,30,40,35,35,45,35,55,40,45,499,67,125,7025,,35
04/10/2018,Lee,AJ,"Lee, AJ",N,5,-,-,-,Jr.,Henry Kreienbaum,"University of Maryland, College Park",Big 10,72,175,SS,,R,R,James Madison University,Colonial Athletic Association,"University of Maryland, College Park_AT_James Madison University_04/10/2018",,,,4,2,1,0,3,1,,4,2,1,3,5.67,1,1,0,1,1,45,30,70,50,45,45,40,80,55,55,499,67,64,7644,,48
05/04/2018,Lee,Brandon,"Lee, Brandon",N,5,-,-,-,Jr.,Gerry Leung,Newton South High School,MA,70,150,SS,,R,R,Bedford High School (Massachusetts),MA,Bedford High School (Massachusetts)_AT_Newton South High School_05/04/2018,,,,3,0,1,0,0,0,,5,0,1,5,2.66,0,0,1,0,0,20,25,35,35,35,40,45,50,50,45,2501,1474,67,8528,,30
04/14/2018,Lee,DJ,"Lee, DJ",N,5,-,-,-,RS-Jr.,Andrew LeMaster,University of Richmond,Atlantic 10 Conference,72,170,OF,,L,,George Washington University,Atlantic 10 Conference,University of Richmond_AT_George Washington University_04/14/2018,,,,3,1,1,0,0,0,4.1,3,0,0,2,2.75,0,1,1,0,0,45,45,70,55,50,55,50,70,60,50,2502,37,66,8693,"Easy Swing. Patient. Slap hitting lefty, with easy power. Mix of a left handed Keon Broxton and Curtis Granderson",53
04/28/2018,Leftridge,Brodie,"Leftridge, Brodie",N,5,-,-,-,Sr.,Kasen Rainey,University of Tennessee,Southeastern Conference,73,175,CF,OF,R,R,University of Georgia,Southeastern Conference,University of Tennessee_AT_University of Georgia_04/29/2018,,,,5,0,2,0,0,3,3.91,8,1,1,6,5,2,1,0,0,0,45,40,60,50,50,50,40,60,55,55,2022,575,91,3346,,49
04/19/2018,Leftridge,Brodie,"Leftridge, Brodie",N,5,-,-,-,Sr.,Kelly Ramsey,University of Tennessee,SEC,73,175,CF,OF,L,L,University of Texas A&M,SEC,University Of Texas A&M_AT_University Of Tennessee,,,,4,0,1,1,0,1,4.1,9,5,2,5,3,1,0,0,1,0,35,30,70,70,60,40,35,75,75,65,2022,575,92,2835,Brodie can really go get the ball in the gaps and made a really nice catch against the wall. He has the speed and glove to be a major league player but his weakness is at the plate. Hands are a little busy and has a hard time catching up with the fastball. Also has trouble hitting pitches on the outer 3rd of the plate. Had one good at bat where he lined a hanging curveball over the left field fence.,53
01/31/2018,Leiferman,Bret,"Leiferman, Bret",N,5,-,-,-,Sr.,Chandler Chappell,Concordia University Texas,American Southwest Conference,73,190,1B,OF,L,R,George Fox Univeristy,Northwest Conference,George Fox University_AT_Concordia University Texas,,,,3,0,2,1,0,1,4.3,2,2,0,3,4.7,1,0,0,0,0,35,20,50,35,30,45,35,50,40,40,192,19,24,,,34
04/09/2018,Leung,Ryan,"Leung, Ryan",N,5,-,-,-,Sr.,Gerry Leung,Brookline High School,MA,,,SS,,R,R,Boston Latin Academy,MA,Boston Latin Academy_AT_Brookline High School_04/09/2018,,,,4,0,1,1,1,0,,5,1,0,4,3,1,0,0,0,0,20,20,30,25,20,35,30,35,35,30,1986,1397,67,8363,,23
04/10/2018,Levitt,Charles,"Levitt, Charles",N,5,-,-,-,Jr.,Ricky Conti,Swarthmore College,Centennial Conference,72,175,OF,,L,R,Muhlenberg College,Centennial Conference,Swarthmore College_AT_Muhlenberg College_04/10/2018,0,0,0,5,0,3,2,0,4,,10,3,0,5,3.8,2,0,1,0,0,30,35,60,50,25,30,40,60,50,25,1897,1718,28,7639,,40
04/13/2018,Levitt,Charles,"Levitt, Charles",N,5,-,-,-,Jr.,Ricky Conti,Swarthmore College,Centennial Conference,72,175,OF,,L,R,Muhlenberg College,Centennial Conference,Muhlenberg College_AT_Swarthmore College_04/13/2018,0,0,0,3,2,0,1,1,0,,8,3,0,6,3,0,2,0,0,0,30,35,60,50,25,30,40,60,50,25,1897,1718,28,7695,,40
04/11/2018,Levy,Aaron,"Levy, Aaron",N,5,-,-,-,Fr.,Matthew_Johnson,Ohio University,Mid-American Conference,73,173,2B,,L,R,Shawnee State University,Mid-South Conference,Shawnee State University_AT_Ohio University_04/12/2018,,,,5,1,1,1,1,0,,11,5,2,5,3,0,0,0,0,0,40,45,50,45,55,50,55,50,50,55,1874,268,61,3395,Projectable long lean frame. Athletic body type,47
04/11/2018,Levy,Aaron,"Levy, Aaron",N,5,-,-,-,Fr.,Matthew_Johnson,Ohio University,Mid-American Conference,73,173,2B,,L,R,Shawnee State University,Mid-South Conference,Shawnee State University_AT_Ohio University_04/12/2018,,,,5,1,1,1,1,0,,11,5,2,5,3,0,0,0,0,0,40,45,50,45,55,50,55,50,50,55,1874,268,61,3395,Projectable long lean frame. Athletic body type,47
02/24/2018,Lilly,Timothy,"Lilly, Timothy",N,5,-,-,-,So.,Andrew Pop,Villanova University,Big East Conference,74,178,2B,SS,R,R,University of Southern California,,Villanova University_AT_University of Southern California,,,,3,0,2,1,0,0,4.34,7,0,1,6,5.66,0,0,0,0,0,55,45,50,60,55,60,55,55,65,60,688,83,89,396,,53
03/14/2018,Lin-Piestrup,Ryan,"Lin-Piestrup, Ryan",N,5,-,-,-,Fr.,Robert_Frey,University of Illinois at Chicago,Horizon League,71,175,SS,,R,R,Northern Illinois University,Mid-American Conference,Northern Illinois University_AT_University of Illinois at Chicago,,,,5,,4,2,,3,4.4,7,,,4,4.2,1,,,1,,40,25,50,50,40,40,25,50,60,50,1334,226,42,849,,41
05/19/2018,Lind,Connor,"Lind, Connor",N,5,-,-,-,Sr.,Hugo_Belisario,Northwestern University,Big 10,72,210,3B,,R,R,Belmont University,Ohio Valley Conference,Belmont University_AT_Northwestern University_05/19/2018,,,,5,0,1,0,0,0,,9,2,0,7,4.2,2,1,0,0,0,50,50,50,55,55,55,50,50,55,55,3022,96,17,4000,,52
03/27/2018,Lindeborn,John,"Lindeborn, John",N,5,-,-,-,Jr.,Ricky Conti,Cabrini University,Colonial States Athletic Conference,70,,SS,,R,R,Swarthmore College,Centennial Conference,Cabrini University_AT_Swarthmore College_03/27/2018,,,,4,0,3,1,0,1,4.8,5,0,0,2,3,1,1,0,1,1,30,25,35,35,30,35,35,40,35,35,2513,1398,28,8633,,31
03/10/2018,Lipscomb,Hunter,"Lipscomb, Hunter",N,5,-,-,-,Jr.,Zane Moran,Winthrop University,Big South Conference,75,210,RF,,L,R,East Tennessee State University,Southern Conference,Winthrop University_AT_East Tennessee State University_03/10/2018,,,,3,1,0,1,0,0,,4,,,4,3.67,0,0,0,0,0,20,35,45,35,40,30,40,45,40,40,585,91,79,706,,35
03/10/2018,Lipscomb,Hunter,"Lipscomb, Hunter",N,5,-,-,-,Jr.,Zane Moran,Winthrop University,Big South Conference,75,210,RF,,L,R,East Tennessee State University,Southern Conference,Winthrop University_AT_East Tennessee State University_03/10/2018,,,,3,1,0,1,0,0,,4,,,4,3.67,0,0,0,0,0,20,35,45,35,40,30,40,45,40,40,585,91,79,706,,35
04/30/2018,Littwin,Drew,"Littwin, Drew",N,5,-,-,-,Sr.,Matt Johnson,Notre Dame High School,CA,67,145,SS,,R,R,Crespi High School,CA,Notre Dame High School_AT_Crespi High School_05/01/2018,,,,4,0,2,0,0,1,4.5,4,0,0,2,3.5,0,2,0,0,0,25,20,30,30,30,40,25,40,50,50,2516,1839,60,8750,Small kid. Short compact swing. I liked his bat control and bat speed. Can develop into a good contact hitter. Not as fast as I expected him to be for his size.,27
02/17/2018,Lockhart,Lael,"Lockhart, Lael",N,5,-,-,-,So.,Evan Escalante,University of Houston,American Athletic Conference,75,215,OF,LHP,L,L,Holy Cross,Patriot League,College of the Holy Cross_AT_University of Houston,,,,2,3,1,0,0,0,,8,2,1,7,5.8,0,1,0,0,0,50,45,55,55,55,60,60,55,60,60,470,5,38,,,52
04/19/2018,Loftin,Nick,"Loftin, Nick",N,5,-,-,-,Fr.,Caleb Watkins,Baylor University,Big 12,73,165,SS,P,R,R,Texas Christian University,Big 12,Texas Christian University_AT_Baylor University_04/22/2018,,,,2,1,1,0,0,0,4.21,4,0,1,2,3,0,0,0,0,0,35,25,60,45,45,40,25,60,45,45,2106,71,119,3000,"Strong arm as he also pitches in middle relief, good range, quick and agile, contact hitter that doesn't strikeout too often.",42
03/07/2018,Longley,Caleb,"Longley, Caleb",N,5,-,-,-,R-Sr.,Zane Moran,East Tennessee State University,Southern Conference,74,210,DH,RF,R,R,Eastern Kentucky University,Ohio Valley Conference,Eastern Kentucky University_AT_East Tennessee State University_03/07/2018,,,,4,0,2,1,0,1,,7,1,1,6,3.8,1,1,0,0,0,20,40,40,,,35,45,40,,,528,612,79,7594,,33
03/07/2018,Longley,Caleb,"Longley, Caleb",N,5,-,-,-,R-Sr.,Zane Moran,East Tennessee State University,Southern Conference,74,210,DH,RF,R,R,Eastern Kentucky University,Ohio Valley Conference,Eastern Kentucky University_AT_East Tennessee State University_03/07/2018,,,,4,0,2,1,0,1,,7,1,1,6,3.8,1,1,0,0,0,20,40,40,,,35,45,40,,,528,612,79,7594,,33
03/08/2018,Lopez,Adam,"Lopez, Adam",N,5,-,-,-,So.,Scotty Naughton,Southwestern College,Pacific Coast Athletic Conference,70,180,3B,,R,R,San Diego Mesa College,Pacific Coast Athletic Conference,Southwestern College_at_San Diego Mesa College,0,0,0,4,0,1,1,0,0,4.5,5,0,0,5,1.75,1,0,1,1,0,40,35,30,45,50,45,50,30,55,60,495,1153,84,2172,,40
03/08/2018,Lopez,Adam,"Lopez, Adam",N,5,-,-,-,So.,Scotty Naughton,Southwestern College,Pacific Coast Athletic Conference,70,180,3B,,R,R,San Diego Mesa College,Pacific Coast Athletic Conference,Southwestern College_at_San Diego Mesa College,0,0,0,4,0,1,1,0,0,4.5,5,0,0,5,1.75,1,0,1,1,0,40,35,30,45,50,45,50,30,55,60,495,1153,84,2172,,40
02/16/2018,Lopez,Kobe,"Lopez, Kobe",N,5,-,-,-,So.,jacob Frisaro,Florida International University,Conference USA,64,152,SS,,R,R,University of Missouri,SEC,University of Missouri_AT_Florida International University,,,,3,1,,,,,,2,,,2,4.5,,,,,1,20,20,55,55,55,25,20,55,60,60,469,143,43,,,41
03/01/2018,Lopez,Nathaniel,"Lopez, Nathaniel",N,5,-,-,-,Fr.,Scotty Naughton,College of the Desert,Pacific Coast Athletic Conference,71,185,2B,,R,R,Grossmont College,California Community College Athletic Association,College of the Desert_at_Grossmont College,0,0,0,4,0,0,0,0,0,4.2,8,0,0,6,4.75,0,0,0,0,0,40,35,55,30,35,50,45,60,45,45,648,901,84,548,,39
02/09/2018,Lopez,Sergio,"Lopez, Sergio",N,5,-,-,-,Jr.,Jacob Frisaro,St. Thomas University,Sun Conference,72,235,RF,,R,R,Barry University,Sunshine State Conference,Barry University_at_St. Thomas University,,,,4,1,1,2,1,1,,3,0,0,3,3.25,1,0,0,0,0,35,45,45,35,,40,50,45,35,,245,636,43,,,40
03/30/2018,Lorenz,Nick,"Lorenz, Nick",N,5,-,-,-,Sr.,Ricky conti,Elizabethtown College,Landmark Conference,72,180,SS,3B,R,R,Swarthmore College,Centennial Conference,Elizabethtown College_AT_Swarthmore College_02/24/2018,,,,5,0,4,4,0,2,4.5,6,1,1,4,2,0,3,0,0,0,35,30,35,35,30,40,35,35,40,35,1655,1588,28,6976,,33
03/08/2018,Lovelace,Kyle,"Lovelace, Kyle",N,5,-,-,-,FR,Evan Escalante,University of Houston,American Athletic Conference,70,160,C,,R,R,University of San Diego,West Coast Conference,UniversityofSanDiego_at_UniversityofHouston,,,,2,0,0,0,0,0,4.57,3,0,0,3,5,2,,,,,35,35,30,55,50,45,40,40,60,60,617,5,38,2222,,41
03/08/2018,Lovelace,Kyle,"Lovelace, Kyle",N,5,-,-,-,FR,Evan Escalante,University of Houston,American Athletic Conference,70,160,C,,R,R,University of San Diego,West Coast Conference,UniversityofSanDiego_at_UniversityofHouston,,,,2,0,0,0,0,0,4.57,3,0,0,3,5,2,,,,,35,35,30,55,50,45,40,40,60,60,617,5,38,2222,,41
03/05/2018,Lovelace,Kyle,"Lovelace, Kyle",N,5,-,-,-,Fr.,Koby Farries,University of Houston,American Athletic Conference,70,160,C,,R,R,Houston Baptist University,Soutland,Houston Baptist University_AT_University of Houston,,,,2,0,0,0,0,0,4.52,3,0,0,3,3,0,0,0,0,0,25,25,30,35,35,30,30,35,40,40,617,5,39,2116,,30
03/05/2018,Lovelace,Kyle,"Lovelace, Kyle",N,5,-,-,-,Fr.,Koby Farries,University of Houston,American Athletic Conference,70,160,C,,R,R,Houston Baptist University,Soutland,Houston Baptist University_AT_University of Houston,,,,2,0,0,0,0,0,4.52,3,0,0,3,3,0,0,0,0,0,25,25,30,35,35,30,30,35,40,40,617,5,39,2116,,30
03/16/2018,Lucca,Gaudencio,"Lucca, Gaudencio",N,5,-,-,-,Sr.,Evan Escalante,Texas Southern University,SWAC,70,170,2B,,R,R,Prairie View A&M University,SWAC,PrairieViewA&MUniversity_at_UniversityofHouston,,,,4,0,1,0,0,0,,6,1,2,5,3,1,0,1,,,45,45,45,50,45,50,50,50,55,50,1178,564,38,1172,,46
03/02/2018,Ludwig,Colin,"Ludwig, Colin",N,5,-,-,-,So.,G. Mitchell,"University of Colorado, Colorado Springs",Rocky Mountain Athletic Conference,73,180,DH,3B,L,R,Regis University,Rocky Mountain Athletic Conference,"Regis University_AT_University of Colorado, Colorado Springs_03/03/2018",1,1,0,3,0,0,0,0,0,,5,0,0,4,2.333333,2,0,0,0,0,45,40,40,,,45,55,45,35,40,547,536,76,1737,,42
03/27/2018,Luevano,Thomas,"Luevano, Thomas",N,5,-,-,-,Jr.,Robert_Lippert,Creighton University,Big East,72,180,3B,OF,R,R,"University of Nebraska, Lincoln",Big 10,"University of Nebraska, Lincoln_AT_Creighton University",,,,4,,2,,,2,4,7,3,2,,3.3,,1,,,,60,60,65,65,60,65,65,70,70,65,1679,78,68,1635,,62
04/05/2018,Lunceford,Colton,"Lunceford, Colton",N,5,-,-,-,Jr.,Ben Rydecki,Hillcrest High School,AL,72,160,OF,IF,R,R,Brookwood High School,AL,HillcrestHighSchool_AT_BrookwoodHighSchool_4/5/2018,,,,5,,3,1,,3,,6,1,1,5,2.2,3,,,,,35,30,50,45,0,50,45,55,50,0,2278,461,97,3471,"Lunceford has a lot of great qualities, but he needs to improve his bat if he wants to become a reliable position player. My biggest concern is his balance at the plate. Once he begins to face faster pitching, he may struggle to make solid contact. His hands will not help his cause either due to the fact that he doesn't load up before swinging. Lunceford's best trait is his baseball IQ. He is a very smart player with regards to his approach and baserunning skills. He fields his position fairly well and should be able to save at least a few runs over the course of a season. Overall, Lunceford is not quite a complete player, but he has the potential to improve in the future.",32
03/29/2018,Lund,Stephen,"Lund, Stephen",N,5,-,-,-,Sr.,Samuel_Martin,Verona High School,WI,72,165,C,P,R,R,Milton High School,Wisconsin,Verona High School_AT_Milton High School (Massachusetts)_03/29/2018,0,0,0,3,1,1,1,0,1,,5,0,0,5,3.78,2,1,0,0,0,30,30,40,35,35,40,35,45,40,40,2521,#REF!,70,8638,,34
04/04/2018,Lunt,Caeleb,"Lunt, Caeleb",N,5,-,-,-,Sr.,Nathan Zaltsman,Morgan High School,UT,69,150,C,P,R,R,Judge Memorial Catholic High School,UT,Morgan High School_AT_Judge Memorial Catholic High School,,,,3,1,1,0,0,0,4.41,4,0,1,,4,0,0,0,0,0,20,20,40,25,25,25,25,40,30,30,1725,1286,124,3440,,26
05/01/2018,Lyle,Brian,"Lyle, Brian",N,5,-,-,-,Fr.,Robert_Frey,University of Chicago,University Athletic Association,74,175,SS,,R,R,University of Illinois at Chicago,Horizon League,University of Chicago_AT_University of Illinois at Chicago_05/01/2018,,,,3,0,1,0,0,0,4.22,4,1,0,3,2,0,0,0,1,1,35,30,50,45,60,40,30,50,55,70,2522,678,42,3775,"Still young, Lyle has a projectable frame once he builds muscle. Very surprisingly, he has an arm at SS, where it looks like he is not even trying to throw the ball, yet it comes out like a cannon. It's only going to improve when developing. Runs about average, maybe slightly above. Hands and footwork are a little rough at the moment, but can easily be improved. Hitting is something that really needs work. Holes in his swing and the lack of power makes him a defense only candidate for now. A future defensive specialist with the possibility of being a starter that hits just under the Mendoza line.",44
04/09/2018,Mace,Brennan,"Mace, Brennan",N,5,-,-,-,Sr.,Davis Salzman,La Salle High School,CA,71,185,C,INF,R,R,Serra High School,CA,La Salle High School_AT_Serra High School_04/09/2018,,,,4,0,2,0,0,3,4.6,5,0,0,5,2.25,0,2,0,0,0,30,35,25,35,35,35,45,35,40,40,2523,#REF!,99,8745,,32
04/24/2018,Macek,Josh,"Macek, Josh",N,5,-,-,-,Sr.,Zane Moran,Emory and Henry College,Old Dominion Athletic Conf.,70,200,CF,,R,R,Guilford College,Old Dominion Athletic Conf.,Guilford College_AT_Emory and Henry College_04/24/2018,,,,2,0,0,0,0,0,4.41,3,0,0,3,3.5,0,1,0,0,0,20,20,40,35,40,30,30,40,40,40,2524,392,79,"8,010","Macek has some defensive ability, but no tools that are major league average. He takes good routes and has good hands, but his below average speed and arm depress that defensive value. He does not have much power, but he does have some contact ability. His ceiling is not very high as a defensively and offensively limited player, so unless he sees jumps in ability, he is likely just an organizational player.",31
03/26/2018,Macey,Matt,"Macey, Matt",N,5,-,-,-,Sr.,Colby Morris,Whittier College,Southern California Intercollegiate Athletic Conference,75,215,1B,RHP,R,R,Middlebury College,New England Small College Athletic Conference,Middlebury College_AT_Whittier College_03/26/2018,0,0,0,4,1,1,0,0,0,4.2,3,0,0,2,3,1,0,0,0,0,30,30,25,25,35,35,35,30,30,40,26,593,81,1594,,29
02/08/2018,Macias,Sergio,"Macias, Sergio",N,5,-,-,-,So.,Caleb Watkins,San Jacinto College,NJCAA,69,205,,,L,R,McLennan Community College,NJCAA,San Jacinto College_at_McLennan Community College,,,,3,1,0,0,0,0,,5,1,1,5,4.3,0,0,0,0,0,30,35,40,40,40,35,40,45,45,45,246,424,119,,,37
03/16/2018,Macias,Sergio,"Macias, Sergio",N,5,-,-,-,So.,Ketzy Garcia,San Jacinto College-North,Southwest Junior College Conference,69,205,SS,RHP,L,R,Blinn College,Southwest Junior College Conference,Blinn College_AT_San Jacinto College-North_03/17/2018,0,0,0,2,0,1,1,0,0,4.89,3,1,0,1,4,0,0,0,0,1,25,20,20,25,25,30,30,25,30,30,246,699,46,8615,,23
04/25/2018,Macias,Sergio,"Macias, Sergio",N,5,-,-,-,So.,Ketzy Garcia,San Jacinto College-North,Southwest Junior College Conference,69,205,INF,P,L,R,Blinn College,Southwest Junior College Conference,Blinn College_AT_San Jacinto College-North_04/26/2018,,,,3,0,1,0,0,0,4.8,6,3,1,1,3.333333333,0,0,0,0,0,40,45,20,40,45,45,50,30,50,50,246,699,45,8721,,38
04/11/2018,Maciel,Adam,"Maciel, Adam",N,5,-,-,-,Sr.,Davis Salzman,University of Antelope Valley,California Pacific Conference,69,185,CF,OF,R,R,Marymount California University,California Pacific Conference,UniversityOfAntelopeValley_AT_MarymountCaliforniaUniversity,,,,4,1,2,1,0,1,4.4,5,0,2,2,3.25,0,1,1,0,0,30,35,35,35,35,35,45,35,35,40,1876,907,99,2368,,34
04/18/2018,Mackenzie,Jake,"Mackenzie, Jake",N,5,-,-,-,Fr.,Anthony Argenziano,Fordham University,Atlantic 10 Conference,70,185,2B,,R,R,Columbia University-Barnard College,The Ivy League,Fordham University_AT_Columbia University-Barnard College_04/18/2018,0,0,0,3,0,0,0,0,1,,4,2,1,2,2.33,1,0,1,0,0,35,25,40,40,40,40,35,45,45,45,2066,31,13,7842,"Compact swing RHH. Only a freshman, but leads the team in steals and has a high BA. In a lineup with no seniors, Mackenzie is probably the biggest future prospect in the lineup. Tools still fairly raw, but contact and baserunning ability are good signs. 4 year top-of-lineup force for Fordham at the very minimum. Keep an eye on his development",36
04/07/2018,Maclean,Michael,"Maclean, Michael",N,5,-,-,-,Fr.,David_Gerth,Wayne State University (Michigan),Great Lakeland Intercollegiate Athletic Conference,71,205,UTIL,,R,R,Purdue University Northwest,Great Lakes Intercollegiate Athletic Conference,Wayne State University (Michigan)_AT_Purdue University Northwest_04/07/2018,,,,2,0,0,0,0,0,,2,0,1,2,5,0,0,0,0,0,40,30,40,40,40,40,40,40,40,50,1828,165,46,3561,"Michael Maclean is a 5’11 freshman who has a stocky frame that probably will not grow much. Maclean has been a designated hitter for most games this season, and he is listed as a utility player. He has solid pitch recognition, but below average bat speed, power, and speed. His arm was average but nothing spectacular. Maclean projects to be a organizational infielder at best.",38
04/02/2018,Maclver,Willie,"Maclver, Willie",N,5,-,-,-,Jr.,Scotty Naughton,University of Washington,Pacific-12 Conference,74,210,C,3B,R,R,San Diego State University,Mountain West Conference,University of Washington_at_San Diego State University,1,0,0,3,0,2,0,0,1,4.25,6,0,0,4,3.75,0,0,1,1,1,30,35,45,35,50,40,40,50,40,55,1866,504,84,2760,,39
04/18/2018,Maddox,Peyton,"Maddox, Peyton",N,5,-,-,-,Sr.,Andrew LeMaster,Virginia Military Institute,Metro Atlantic Athletic Conference,75,185,C,,R,R,University of Richmond,Atlantic 10 Conference,Virginia Military Institute_AT_University of Richmond_04/18/2018,,,,3,1,2,1,,1,,4,1,1,3,2.5,1,0,0,0,0,50,40,65,70,70,55,45,65,75,70,2527,616,66,8699,"Good body, on the taller side of the typical catcher. Long and lanky. Above average receiving skills and pitch calling.",59
05/04/2018,Maher,Austin,"Maher, Austin",N,5,-,-,-,Sr.,Zane Moran,East Tennessee State University,Southern Conference,76,235,RF,P,L,L,The Citadel,Southern Conference,The Citadel_AT_East Tennessee State University_05/04/2018,,,,4,0,1,1,1,1,,6,1,1,4,3,0,2,0,0,0,20,35,40,35,55,35,45,40,40,55,2531,612,79,4123,"Maher is a large framed right fielder with an arm that profiles there (he's a two way player for ETSU). He moves well for his size, makes good first steps, and tracks the ball well, but his below average speed will likely prevent him from becoming an average defender in the outfield. At the plate his stance is wide, and he keeps his wrists loose with a bat waggle. He uses a small toe tap for timing. His hands are quick through the zone, and he has average bat speed. He had some trouble with pitch recognition in the looks I got, swinging way over a curveball and looking fooled on a few other swings. That swing and miss may prevent him from reaching his average raw power, but if he puts everything together, his ceiling is that of a bat-first bench piece. ",37
03/05/2018,Mahki,Backstrom,"Mahki, Backstrom",N,5,-,-,-,Jr.,Davis Salzman,Serra High School,CA,76,220,1B,OF,L,L,Narbonne High School,,Narbonne High School_AT_Serra High School_03/05/2018,,,,3,,,,,,4.7,5,2,1,2,3.333333,1,,,,,30,35,25,40,25,40,45,35,40,30,2532,492,99,8659,,31
03/05/2018,Mahki,Backstrom,"Mahki, Backstrom",N,5,-,-,-,Jr.,Davis Salzman,Serra High School,CA,76,220,1B,OF,L,L,Narbonne High School,,Narbonne High School_AT_Serra High School_03/05/2018,,,,3,,,,,,4.7,5,2,1,2,3.333333,1,,,,,30,35,25,40,25,40,45,35,40,30,2532,492,99,8659,,31
