GAME_DATE,LAST_NAME,FIRST_NAME,FULL NAME,DRAFTED?,TIER,ROUND,PICK,TEAM,CLASS,SCOUT_NAME,PLAYER_SCHOOL,CONFERENCE,HEIGHT_IN,WEIGHT_LBS,POSITION1,POSITION2,BATTING_SIDE_R_L_S,THROWING_SIDE_R_L,OPPONENT_SCHOOL,OPPONENT_CONFERENCE,GAME,BP_HOME_RUNS_PULL,BP_HOME_RUNS_MIDDLE,BP_HOME_RUNS_OPPOSITE_FIELD,AT_BATS,WALKS,HITS,RUNS,STOLEN_BASES,RBIS,HOME_1ST_TIME,NUMBER_OF_SWINGS,SWING_AND_MISSES,CHASE_SWINGS,SWINGS_FB,LENGTH_OF_AT_BAT_PITCHES,HARD_CONTACT_PULL_SIDE,HARD_CONTACT_MIDDLE,HARD_CONTACT_OPPOSITE_FIELD,ABOVE_AVERAGE_DEFENSIVE_PLAYS,ERRORS_COMMITTED,PRESENT_HITTING,PRESENT_POWER,PRESENT_RUNNING,PRESENT_FIELDING,PRESENT_ARM,FUTURE_HITTING,FUTURE_POWER,FUTURE_RUNNING,FUTURE_FIELDING,FUTURE_ARM,PLAYERID,SCHOOLID,SCOUTID,GAMEKEY,COMMENTS,AVG GRADE
04/25/2018,Brinkman,John,"Brinkman, John",N,5,-,-,-,So.,Jarod Bacon,Washington University in St. Louis,University Athletic Association,71,185,1B,,R,R,Brandeis University,University Athletic Association,Brandeis University_AT_Washington University in St. Louis_04/26/2018,0,0,0,5,0,4,1,0,4,,10,1,0,8,3.4,2,2,0,0,0,30,20,40,30,45,35,25,40,40,50,1615,1750,16,8723,Had a really good day. HR and 2 long doubles,33
03/30/2018,Brinkman,John,"Brinkman, John",N,5,-,-,-,So.,Jean An,Washington University in St. Louis,University Athletic Association,71,185,1B,,R,R,New York University,University Athletic Association,Washington University in St. Louis_AT_New York University_03/30/2018,,,,3,0,0,0,0,1,4.72,5,0,2,1,3.5,0,0,0,0,0,30,30,30,30,30,40,35,30,30,35,1615,1750,126,7469,,30
04/19/2018,Brinkman,John,"Brinkman, John",N,5,-,-,-,So.,T. Brandt,Washington University in St. Louis,University Athletic Association,71,185,1B,3B,R,R,Case Western Reserve University,University Athletic Association,Case Western Reserve University_AT_Washington University in St. Louis_04/20/2018,0,0,0,4,0,2,1,0,1,4.41,5,1,1,2,2,0,0,1,1,0,30,25,40,20,35,40,30,45,25,40,1615,#REF!,23,8705,"Aggressive approach at the plate. Would benefit from taking more pitches, but has gap power and uses all fields.",30
04/27/2018,Brinkman,John,"Brinkman, John",N,5,-,-,-,So.,T. Brandt,Washington University in St. Louis,University Athletic Association,71,185,3B,1B,R,R,Brandeis University,University Athletic Association,Brandeis University_AT_Washington University in St. Louis_04/28/2018,0,0,0,4,1,0,0,0,0,4.39,4,0,0,4,3,2,0,1,0,0,30,30,40,20,35,40,35,45,25,40,1615,#REF!,23,8730,Above average bat speed.,31
04/24/2018,Brinton,Easton,"Brinton, Easton",N,5,-,-,-,Sr.,Nathan Zaltsman,Murray High School,UT,74,210,3B,C,R,R,Highland High School,UT,Murray High School_AT_Highland High School_04/25/2018,,,,4,0,0,0,0,0,4.41,8,0,1,,4.3,0,0,0,0,0,30,35,40,35,35,35,45,40,40,40,2226,1293,124,3080,Committed to Mesa Community College. Had a couple loud flyouts but never squared anything up.,35
04/05/2018,Bristow,Kevin,"Bristow, Kevin",N,5,-,-,-,So.,Scotty Naughton,San Diego Mesa College,Pacific Coast Athletic Conference,73,210,1B,,R,R,San Deigo City College,Pacific Coast Athletic Conference,San Deigo City College_at_San Deigo Mesa College,0,1,0,3,2,1,1,0,0,4.5,6,3,2,3,3.4,1,0,0,0,0,40,40,30,45,40,50,55,40,55,45,1811,494,84,3484,,39
04/18/2018,Bristow,Leo,"Bristow, Leo",N,5,-,-,-,Jr.,Davis Salzman,Buckley High School,CA,72,165,3B,INF,R,R,Serra High School,CA,Buckley High School_AT_Serra High School_04/18/2018,0,0,0,5,0,2,2,1,1,4.3,7,1,2,5,3.6,0,1,1,0,3,35,30,45,25,25,40,35,50,30,35,2227,#REF!,99,8701,,32
04/07/2018,Britt,Paul,"Britt, Paul",N,5,-,-,-,Jr.,Jean An,St. Joseph's College (Long Island),Skyline Conference,72,,1B,C,R,R,St. Joseph's College (Brooklyn),Skyline Conference,St. Joseph's College (Long Island)_AT_St. Joseph's College (Brooklyn)_04/07/2018,,,,5,0,3,0,0,1,,10,2,2,3,2.8,3,0,0,0,0,35,40,35,35,35,40,45,40,40,40,1840,1704,126,8301,,36
03/02/2018,Britz,Alex,"Britz, Alex",N,5,-,-,-,Jr.,Chandler Chappell,Concordia University Texas,American Southwest Conference,71,160,SS,2B,L,R,University of the Ozarks (Arkansas),American Southwest Conference,University of the Ozarks (Arkansas)_AT_Concordia University Texas_03/03/2018,,,,2,1,1,1,0,0,4.41,3,1,0,2,12,1,0,0,0,1,25,20,45,30,30,30,25,50,35,35,501,19,24,1807,,30
04/26/2018,Broadwater,Darhson,"Broadwater, Darhson",N,5,-,-,-,So.,Ben Rydecki,Stillman College,Association of Independent Institutions,74,200,OF,,L,R,Loyola University-New Orleans,Southern States Athletic Conference,Loyola University New Orleans_AT_Stillman College_04/27/2018,,,,4,,1,1,,1,,5,,,4,3,,,,,1,30,20,65,30,35,35,20,70,40,45,2228,460,97,8725,,36
02/18/2018,Brocato,Anthony,"Brocato, Anthony",N,5,-,-,-,Sr.,Keith Spalding,St. John's University,BIg East,73,200,LF,,R,R,Campbell University,Big South Conference,St. Johns University_at_Campbell University,,,,3,1,1,1,0,1,,9,1,0,4,5,1,0,1,0,0,40,40,60,50,50,45,50,60,60,50,2229,"1,508",6,,,48
03/26/2018,Brockhouse,Colin,"Brockhouse, Colin",N,5,-,-,-,Sr.,David_Gerth,Ball State University,Mid American Conference,75,200,OF,,R,R,Valparaiso University,Missouri Valley Conference,Ball State University_AT_Valparaiso University,,,,4,2,1,2,1,2,4.32,6,1,2,5,3,0,1,0,0,0,50,40,50,50,60,55,50,50,50,60,1133,77,46,1607,,50
03/16/2018,Brockhouse,Colin,"Brockhouse, Colin",N,5,-,-,-,Sr.,James_Smith,Ball State University,Mid-American Confrence,75,200,CF,3B,R,R,University of Dayton,Atlantic 10 Confrence,University of Dayton_AT_Ball State University,2,0,0,4,0,2,1,0,0,,7,1,1,5,3.5,1,0,1,0,0,45,45,60,55,60,50,50,60,60,60,1133,269,105,957,,53
04/27/2018,Brockhouse,Colin,"Brockhouse, Colin",N,5,-,-,-,Sr.,James_Smith,Ball State University,Mid-American Conference,75,200,CF,OF,R,R,Northern Illinois University,Mid-American Conference,Northern Illinois University_AT_Ball State University_04/27/2018,,,,5,0,3,1,0,0,4.21,7,2,2,5,4.4,0,0,1,1,0,45,50,55,55,60,50,55,60,60,60,1133,269,105,3139,Still think this guy could be a good late round pick. Love the potential and speed needs to learn to be a better baserunner to take advantage of his good speed. ,53
05/14/2018,Brooks,Brendan,"Brooks, Brendan",N,5,-,-,-,Fr.,Andrew Pop,"University of California, Irvine",Big West,73,162,LF,,R,R,University of Southern California,Pacific-12 Conference ,"University of California, Irvine_AT_University of Southern California_05/15/2018",,,,3,0,2,0,0,0,,7,0,3,2,4.7,0,1,1,0,0,35,30,40,45,,50,45,50,55,,3016,104,89,3930,,38
03/25/2018,Brooks,Daniel,"Brooks, Daniel",N,5,-,-,-,Fr.,Andrew LeMaster,George Mason University,Atlantic 10 Conference,71,,INF,P,S,R,St. Bonaventure University,Atlantic-10,St. Bonaventure University_AT_George Mason University_03/25/2018,,,,3,2,0,1,0,0,4.2,5,3,3,2,4.25,0,0,0,1,2,35,35,60,30,35,55,60,65,60,60,1435,29,66,7322,,39
05/03/2018,Brooks,Nick,"Brooks, Nick",N,5,-,-,-,RS-Sr.,"McCann, Ruairi",Gonzaga University,West Coast,74,220,DH,1B,R,R,University of San Diego,West Coast,Gonzaga University_AT_University of San Diego_05/04/2018,,,,5,0,3,1,0,1,4.34,8,2,1,5,3.4,2,1,1,0,0,40,50,40,,,50,60,40,,,2230,1262,72,4116,Quick hands through the zone. Keeps weight on backside. Keeps hands inside the baseball.,43
05/13/2018,Brown,Dasan,"Brown, Dasan",N,5,-,-,-,Jr.,Dan_Seguin,Ontario Blue Jays 17U Travers,CPBL,73,175,CF,OF,R,R,Toronto Mets 17U Orange,CPBL,Toronto Mets 17U Orange_AT_Ontario Blue Jays 17U Travers_05/13/2018,,,,3,1,0,1,0,0,4.22,8,2,1,7,4.5,0,0,0,1,1,30,30,70,50,45,40,40,70,55,50,2960,1843,102,8770,"Good arm, but wild. Overthrew the cutoff man several times in warmup and in-game. Uses his speed well in CF. Chokes up about an inch and a half. Quick bat, but not much obvious pop.",45
02/25/2018,Brown,Harry,"Brown, Harry",N,5,-,-,-,So.,Henry Kreienbaum,James Madison University,Colonial Athletic Association,73,200,OF,C,L,R,University at Albany,America East Conference,University at Albany_AT_James Madison University_02/25/2018,,,,3,1,2,1,0,0,,6,2,1,4,4.25,1,1,0,1,0,40,45,30,25,30,65,65,35,35,35,581,133,64,6985,,34
03/23/2018,Brown,Harry,"Brown, Harry",N,5,-,-,-,So.,Henry Kreienbaum,James Madison University,Colonial Athletic Association,73,200,OF,,L,R,Elon University,Colonial Athletic Association,Elon University_AT_James Madison University_03/23/2018,,,,5,0,0,0,0,0,,8,6,3,4,4.2,1,0,0,0,0,40,45,30,25,30,65,55,35,35,35,581,133,64,7266,,34
03/30/2018,Brown,Harry,"Brown, Harry",N,5,-,-,-,So.,Henry Kreienbaum,James Madison University,Colonial Athletic Association,73,200,DH,,L,R,Northeastern University,Colonial Athletic Association,Northeastern University_AT_James Madison University_03/30/2018,,,,2,1,1,1,0,2,,2,1,1,1,3.67,1,0,0,0,0,40,45,30,25,30,65,55,35,35,35,581,133,64,7481,,34
03/07/2018,Brown,Harry,"Brown, Harry",N,5,-,-,-,So.,Steve Nagy,James Madison University,Colonial Athletic Conference,73,200,LF,1B,L,R,University of Tennessee,Southeastern Conference,James Madison University_AT_University of Tennessee_03/07/2018,,,3,2,2,0,1,0,0,,8,4,0,7,6.3,0,0,0,0,0,45,50,40,40,40,60,65,40,50,40,581,575,83,2137,,43
03/07/2018,Brown,Harry,"Brown, Harry",N,5,-,-,-,So.,Steve Nagy,James Madison University,Colonial Athletic Conference,73,200,LF,1B,L,R,University of Tennessee,Southeastern Conference,James Madison University_AT_University of Tennessee_03/07/2018,,,3,2,2,0,1,0,0,,8,4,0,7,6.3,0,0,0,0,0,45,50,40,40,40,60,65,40,50,40,581,575,83,2137,,43
05/13/2018,Brown,Jaden,"Brown, Jaden",N,5,-,-,-,Jr.,Dan_Seguin,Ontario Blue Jays 17U Travers,CPBL,73,175,SS,2B,R,R,Toronto Mets 17U Orange,CPBL,Toronto Mets 17U Orange_AT_Ontario Blue Jays 17U Travers_05/13/2018,,,,3,0,1,0,0,1,,5,1,0,5,2.7,0,1,0,0,2,35,35,55,35,40,45,45,60,45,50,2972,1843,102,8770,"Very poor showing at shortstop. Made 2 fielding errors on relatively routine groundballs, and seemed to lack good communication with his fellow infielders.",40
04/23/2018,Brown,Matt,"Brown, Matt",N,5,-,-,-,Sr.,Z. Tallevast,Missouri State University,Missouri Valley Conference,74,220,3B,INF,R,R,University of Missouri,Southeastern Conference,Missouri State University_AT_University of Missouri_04/24/2018,,,,3,1,0,0,0,0,4.12,5,1,2,2,4.25,1,0,0,0,0,45,50,40,45,50,55,55,45,50,50,2231,296,113,3056,Growing Potential late in senior season,46
02/24/2018,Brown,Max,"Brown, Max",N,5,-,-,-,Jr.,Kyle Bishop,Dickinson College,Centennial Conference,71,190,SS,3B,R,R,Roanoke College,Old Dominion Athletic Conference,Dickinson College_AT_Roanoke College_02/24/2018,,,,5,0,1,0,0,0,4.25,7,1,3,6,4.2,2,0,0,1,1,30,35,50,40,45,35,40,55,45,45,642,126,2,6962,,40
05/01/2018,Brown,Nolan,"Brown, Nolan",N,5,-,-,-,Sr.,Russ Morgan,Long Beach Polytechnic High School,Moore League,75,190,OF,,R,R,Cabrillo High School,Moore League,Cabrillo High School_AT_Long Beach Polytechnic High School_05/02/2018,,,,2,1,0,0,0,0,4,3,0,0,3,1.5,0,0,0,0,0,25,25,40,30,30,35,30,40,35,35,2232,1836,80,8752,,30
03/17/2018,Bryan,Sanders,"Bryan, Sanders",N,5,-,-,-,Sr.,Davis Salzman,Serra High School,,72,160,CF,LF,R,R,Bear Creek High School,,Bear Creek High School_AT_Serra High School_03/17/2018,,,,3,1,,,,,4.5,4,1,,3,4.333333,1,,,1,,30,20,45,45,40,35,25,50,55,45,2237,492,99,8612,,36
04/08/2018,Bryden,Daytona,"Bryden, Daytona",N,5,-,-,-,Sr.,Collin_Kannenberg,University of Wisconsin-Whitewater,Wisconsin Intercollegiate Athletic Conference,69,205,CF,,R,R,University of Wisconsin-Stout,Wisconsin Intercollegiate Athletic Conference,University of Wisconsin Stout_AT_University of Wisconsin - Whitewater_04/08/2018,,,,5,0,2,1,0,0,,7,2,1,3,2.7,1,0,0,1,0,50,50,55,55,50,60,55,60,60,60,1754,1332,63,3682,Potential 5 tool player. Tracks balls well and has an accurate arm. Has a good approach at the plate.  Great work ethic in the gym and on the field.  Comp: Adam Eaton.,52
04/05/2018,Bryden,Daytona,"Bryden, Daytona",N,5,-,-,-,Sr.,Robert_Frey,University of Wisconsin-Whitewater,Wisconsin Intercollegiate Athletic Conference,71,205,CF,OF,R,L,Illinois Institute of Technology,Wisconsin Intercollegiate Athletic Conference,University of Wisconsin-Whitewater_AT_Illinois Institute of Technology_04/03/2018,,,,5,1,3,1,,2,4.12,5,,,3,1.88,1,,,,1,50,45,50,45,45,60,50,50,50,45,1754,1330,42,3380,"Bryden has a projectable frame that will develop into a ballplayer. Bryden displays a very simplistic swing, a smooth motion that stays through the duration of the zone. Slightly above average hit tool that will grow into a plus tool. Swings at pitches in the zone and shows gap to gap power, as well as pull power that overall will become average. Average runner. In terms of fielding, range is slightly below average. Arm is the same way too. Possibly could become a center fielder in the bigs, but plays better in the corner. Project around a .250 average, will the possibly of 10+ home runs and steals.",47
04/11/2018,Bryden,Daytona,"Bryden, Daytona",N,5,-,-,-,Sr.,Samuel_Martin,University Wisconsin-Whitewater,Wisconsin Intercollegiate Athletic Conference,71,205,CF,,R,R,University Wisconsin Oshkosh,Wisconsin Intercollegiate Athletic Conference,University Wisconsin Oshkosh_AT_University Wisconsin - Whitewater_04/11/2018,0,0,0,2,2,0,2,1,0,4,3,0,0,3,4.67,0,0,1,2,0,35,30,80,45,35,40,35,80,50,40,1754,1330,70,2318,,45
04/11/2018,Bryden,Daytona,"Bryden, Daytona",N,5,-,-,-,Sr.,Samuel_Martin,University Wisconsin-Whitewater,Wisconsin Intercollegiate Athletic Conference,71,205,CF,,R,R,University Wisconsin Oshkosh,Wisconsin Intercollegiate Athletic Conference,University Wisconsin Oshkosh_AT_University Wisconsin - Whitewater_04/11/2018,0,0,0,2,2,0,2,1,0,4,3,0,0,3,4.67,0,0,1,2,0,35,30,80,45,35,40,35,80,50,40,1754,1330,70,2318,,45
03/03/2018,Bryniarski,Andrew,"Bryniarski, Andrew",N,5,-,-,-,Sr.,G. Mitchell,Regis University (Colorado),Rocky Mountain Athletic Conference,76,215,1B,,R,R,"University of Colorado, Colorado Springs",Rocky Mountain Athletic Conference,"Regis University_AT_University of Colorado, Colorado Springs_03/04/2018",0,0,0,4,0,1,0,0,0,,7,4,0,7,4,0,1,0,0,0,45,55,35,45,,45,60,40,45,45,509,533,76,2029,,45
03/08/2018,Bryniarski,Andrew,"Bryniarski, Andrew",N,5,-,-,-,Sr.,Ryan Benner,Regis University (Colorado),Rocky Mountain Athletic Conference,76,215,1B,,R,R,Adams State University,Rocky Mountain Athletic Conference,Regis University (Colorado)_AT_Adams State University_03/09/2018,0,0,0,4,1,2,1,0,0,,11,2,0,10,4.2,0,0,1,3,1,60,30,40,45,45,60,30,40,50,50,509,533,18,2181,,44
03/08/2018,Bryniarski,Andrew,"Bryniarski, Andrew",N,5,-,-,-,Sr.,Ryan Benner,Regis University,Rocky Mountain Athletic Conference,76,215,1B,,R,R,Adams State University,Rocky Mountain Athletic Conference,Regis University (Colorado)_AT_Adams State University_03/09/2018,0,0,0,4,1,2,1,0,0,,11,2,0,10,4.2,0,0,1,3,1,60,30,40,45,45,60,30,40,50,50,509,533,18,2181,,44
03/03/2018,Buck,Grant,"Buck, Grant",N,5,-,-,-,Jr.,Ketzy Garcia,Houston Baptist University,Southland Conference,78,225,1B,,L,R,Rice University,Conference USA,Houston Baptist University_AT_Rice University_03/04/2018,0,0,0,3,1,0,0,0,0,6.67,5,2,2,3,7,1,0,0,0,0,20,20,20,20,20,30,30,25,30,25,2239,624,46,8656,,20
03/31/2018,Buckson,Aki,"Buckson, Aki",N,5,-,-,-,So.,Ben Pickett,Bellevue College,Northwest Athletic Conference,72,175,OF,P,R,R,Douglas College,Northwest Athletic Conference,Douglas College_AT_Bellevue College_03/31/2018,0,0,0,5,1,2,2,3,2,,3,0,0,0,2,1,0,0,0,0,30,25,40,30,45,30,25,50,30,45,1545,942,88,1972,,34
04/06/2018,Bull,Austin,"Bull, Austin",N,5,-,-,-,Jr.,Ryan Hutchison,Grand Canyon University,WAC,71,180,2B,,S,R,Utah Valley University,WAC,Utah Valley University_at_Grand Canyon University,,,,4,1,2,3,0,0,3.8,1.4,1,3,1,4.4,0,1,0,1,0,50,20,55,55,50,60,25,60,55,50,1708,1270,56,3617,,46
03/03/2018,Bullock,Tommy,"Bullock, Tommy",N,5,-,-,-,Jr.,Maddy Craft,Univeristy of North Carolina Charlotte,Conference USA,69,170,3B,INF,R,R,Siena College,Metro Atlantic Athletic,SienaCollege_at_UniversityOfNorthCarolinaCharlotte,0,0,0,5,0,0,0,0,0,4.71,1,0,0,2,3,0,0,2,1,0,45,45,40,50,50,50,50,45,55,50,1359,144,29,1799,,46
03/16/2018,Bumpass,AJ,"Bumpass, AJ",N,5,-,-,-,Jr.,Michael_Cuva,University of Cincinnati,American Athletic Conference,75,193,RF,,L,R,University of Toledo,Mid-American Conference,University of Toledo_AT_University of Cincinnati,0,0,0,3,1,1,0,0,0,,5,2,2,3,3.5,0,1,0,0,0,50,40,55,50,45,60,45,55,50,45,1051,6,30,964,,48
04/16/2018,Bumstead,Nolan,"Bumstead, Nolan",N,5,-,-,-,Sr.,Scott Naughton,California State University Northridge,Big West,74,195,3B,,R,R,San Diego State University,Mountain West Conference,California State University Northridge_AT_San Deigo State University_04/17/2018,1,0,0,3,0,0,0,0,1,4.25,6,0,0,4,2.25,0,0,0,1,1,45,40,50,45,55,55,50,55,55,60,2108,105,84,2646,"Plus arm, will stay at 3b",47
03/17/2018,Burdette,Austin,"Burdette, Austin",N,5,-,-,-,Jr.,Ben Rydecki,Gardendale High School,AL,70,175,C,0,R,R,Brookwood High School,AL,GardendaleHighSchool_AT_BrookwoodHighSchool_3/17/2018,0,0,0,3,0,0,0,0,0,0,6,0,2,5,3,0,0,0,0,0,35,25,45,40,40,45,30,45,50,50,1075,1192,97,1078,,37
05/25/2018,Burdick,Peyton,"Burdick, Peyton",N,5,-,-,-,RS-So.,Matthew_Johnson,Wright State University,Horizon League,72,210,OF,,R,R,University of Illinois at Chicago,Horizon League,University of Illinois at Chicago_AT_Wright State University_05/25/2018,0,0,0,5,0,1,2,2,1,,9,1,0,5,4.4,0,0,0,0,0,50,45,60,50,50,55,50,60,50,50,1842,230,61,8799,,51
05/26/2018,Burdick,Peyton,"Burdick, Peyton",N,5,-,-,-,RS-So.,Matthew_Johnson,Wright State University,Horizon League,72,210,OF,,R,R,University of Illinois at Chicago,Horizon League,University of Illinois at Chicago_AT_Wright State University_05/26/2018,0,0,0,5,0,3,3,0,2,4.14,14,0,0,8,4.8,1,0,0,0,0,50,45,60,50,50,55,50,60,50,50,1842,230,61,8802,,51
05/05/2018,Burdick,Peyton,"Burdick, Peyton",N,5,-,-,-,RS-So.,Michael_Cuva,Wright State University,Horizon League,72,210,OF,,R,R,University of Illinois at Chicago,Horizon League,University of Illinois at Chicago_AT_Wright State University_05/05/2018,1,0,0,2,1,0,1,0,0,4.41,3,1,0,2,2.5,0,0,0,0,0,45,45,45,50,55,55,55,45,50,55,1842,230,30,8758,"Burdick doesn't have great size, but does posess a sturdy frame that should allow him to endure the gruelling nature of a long baseball season. He wasn't overly fast, but I'd be interested to get a few more home to first times on him to validate the below average times I clocked him at during the game. In the outfield, he looks perfectly capable of getting to all the balls he needs to, and flashed a borderline 60 arm from RF during in-and-outs. At the plate, Burdick stands with a wide open stance, with his hands up by his back shoulder. He has a slight bat wiggle that speeds up the closer the pitcher is to throwing the ball, and he initiates his swing with a smooth/rhythmic leg kick. He swings hard, and has natural loft and quick hands. I think at his peak, he will be able to hit for above average power, and his fast bat should allow him to handle more advanced pitching. He's not a five tool guy, or even someone to be overly excited about, but his actions at the plate paired with his strong arm/competency in the field should make him a draftable player down the road. ",48
04/07/2018,Burdick,Peyton,"Burdick, Peyton",N,5,-,-,-,RS-So.,Robert_Frey,Wright State University,Horizon League,72,210,OF,,R,R,University of Illinois at Chicago,Horizon League,Wright State University_AT_University of Illinois at Chicago_04/07/2018,,,,4,1,2,2,,1,,10,8,,,4.4,2,,,,,45,45,40,40,45,50,45,40,40,45,1842,1374,42,3618,"Burdick has a projectable frame and presents a quick swing that is similar to Chris Taylor. He displays average gap to gap power, and an average hit tool with his quality plate discipline. He likes to swing and will frequently make contact. His arm and footwork make him a left fielder rather than a right fielder. Below average runner. Not a prospect to look after now, but can raise some eyes in the remainder of his collegiate career with his approach.",43
02/23/2018,Burkart,Matt,"Burkart, Matt",N,5,-,-,-,So.,Kian Kagan,University of Northern Colorado,WAC,72,210,LF,,R,R,University of Montana - St. Billings,GNAC,University of Montana - St. Billings_AT_University of Northern Colorado_02/23/18,,,,3,0,0,0,0,0,4.195,,,,,,,,,,,,,,,,,,,,,2241,84,62,,,#DIV/0!
02/24/2019,Burkart,Matt,"Burkart, Matt",N,5,-,-,-,So.,Kian Kagan,U. Northern Colorado,WAC,72,210,LF,CF,R,R,U. MONTANA ST. BILLINGS,,University of Northern Colorado_AT_University of Montana St. Billings_02/25/2018,,,,4,2,2,2,0,3,4.1275,7,1,0,4,4.3,0,0,1,0,0,35,40,35,30,40,55,55,45,40,45,2241,84,62,8746,,36
04/07/2018,"Burnett, Jr.",Kyle,"Burnett, Jr., Kyle",N,5,-,-,-,So.,Hugo_Belisario,Northwestern University,Big 10,75,210,OF,,R,R,University of Michigan,Big 10,University of Michigan_AT_Northwestern University_04/07/2018,,,,2,0,0,0,0,0,,3,3,0,3,5,0,0,0,1,0,50,45,50,60,55,55,50,55,60,55,2242,96,17,3607,,52
04/07/2018,Burnett,Matthew,"Burnett, Matthew",N,5,-,-,-,Sr.,Jean An,St. Joseph's College (Long Island),Skyline Conference,71,,CF,,R,R,St. Joseph's College (Brooklyn),Skyline Conference,St. Joseph's College (Long Island)_AT_St. Joseph's College (Brooklyn)_04/07/2018,,,,2,2,1,1,0,0,4.66,5,2,2,3,4.25,0,0,0,2,0,30,25,40,45,35,35,30,45,50,40,1824,1704,126,8325,,35
03/30/2018,Burt,Maxwell,"Burt, Maxwell",N,5,-,-,-,Sr.,Henry Kreienbaum,Northeastern University,Colonial Athletic Association,74,210,SS,,R,R,James Madison University,Colonial Athletic Association,Northeastern University_AT_James Madison University_03/30/2018,,,,5,0,1,1,0,1,,11,1,2,5,3.4,1,0,0,1,0,35,30,40,50,50,40,40,50,55,55,1643,134,64,7481,,41
04/01/2018,Burt,Maxwell,"Burt, Maxwell",N,5,-,-,-,Sr.,Henry Kreienbaum,Northeastern University,Colonial Athletic Association,74,210,SS,,R,R,James Madison University,Colonial Athletic Association,Northeastern University_AT_James Madison University_04/01/2018,,,,4,1,1,0,0,1,,11,3,2,7,4.4,0,1,0,1,0,35,30,40,50,50,40,40,50,55,55,1643,134,64,7626,,41
04/01/2018,Burt,Maxwell,"Burt, Maxwell",N,5,-,-,-,Sr.,Henry Kreienbaum,Northeastern University,Colonial Athletic Association,74,210,SS,,R,R,James Madison University,Colonial Athletic Association,Northeastern University_AT_James Madison University_4/1/2018,,,,4,1,1,0,0,1,,11,3,2,7,4.4,0,1,0,1,0,35,30,40,50,50,40,40,50,55,55,1643,134,64,7626,,41
04/16/2018,Bushor,Chase,"Bushor, Chase",N,5,-,-,-,Jr.,Andrew Pop,University of Southern California,Pacific-12 Conference,72,190,2B,,R,R,"University of California, Santa Barbara",Big West,"University of California, Santa Barbara_AT_University of Southern California_04/17/2018",0,0,0,2,0,0,0,0,1,,3,0,0,3,2,0,0,1,0,0,35,45,40,45,,50,50,45,50,,2029,508,89,2666,,41
03/16/2018,Butler,Bryce,"Butler, Bryce",N,5,-,-,-,So.,Robert_Frey,Kankakee Community College,Illinois N4C Conference,70,170,CF,,L,L,Harper College,Illinois N4C Conference,Harper College_AT_Kankakee Community College,,,,4,1,2,2,,2,3.8,6,,,5,4.8,,,,,,40,20,65,50,30,40,25,65,50,40,1100,440,42,961,,41
03/27/2018,Butler,Dylan,"Butler, Dylan",N,5,-,-,-,Sr.,Ricky Conti,Cabrini University,Colonial States Athletic Conference,74,,1B,3B,R,R,Swarthmore College,Centennial Conference,Cabrini University_AT_Swarthmore College_03/27/2018,,,,3,1,1,0,0,0,4.9,3,1,0,2,3,0,0,0,0,0,30,40,35,30,30,35,40,35,30,30,2244,1398,28,8633,,33
04/01/2018,Bynum,Roderick,"Bynum, Roderick",N,5,-,-,-,Sr.,Matthew_Johnson,Northern Illinois University,Mid American Conference,73,203,CF,,L,R,Ohio University,Mid American Conference,Northern Illinois University_AT_Ohio University,0,0,0,4,0,1,0,0,0,,4,3,1,5,4.25,0,1,0,0,0,55,45,60,60,50,60,50,65,60,50,1665,275,61,2245,,54
04/06/2018,Cabrera,Daniel,"Cabrera, Daniel",N,5,-,-,-,Fr.,Tyler Tumbleson,Louisiana State University,Southeastern,73,185,DH,,L,L,Texas A&M,Southeastern,Louisiana State University_AT_Texas A&M_04/07/2018,0,0,0,4,0,0,0,0,0,5.15,8,1,0,6,3.8,0,0,1,0,0,35,45,40,,,50,55,40,,,1749,576,116,3598,,40
03/21/2018,Cade,Marlow,"Cade, Marlow",N,5,-,-,-,Jr,Kasen Rainey,Univeristy of West Georgia,Gulf South Conference,74,190,CF,OF,L,R,University of North Georgia,Peach Belt,UniversityOfWestGeorgia_At_UniversityOfNorthGeorgia,,,,7,0,3,1,0,3,3.9,11,3,2,5,6,2,2,0,1,0,35,35,55,55,50,40,40,55,55,55,1488,208,91,1322,,46
03/23/2018,Calamari,Michael,"Calamari, Michael",N,5,-,-,-,SO,Doug Wyman,Dartmouth College,The Ivy League,72,210,1B,0,L,L,"California Polytechnic State University, San Luis Obispo",Big West,"Dartmouth College_AT_California Polytechnic State University, San Luis Obispo",0,0,0,4,0,0,0,0,1,4.88,8,2,0,5,4.5,0,0,1,0,1,35,30,20,30,30,35,30,20,35,30,1495,237,122,1345,,29
04/27/2018,Callil,George,"Callil, George",N,5,-,-,-,So.,Caleb Watkins,McLennan Community College,North Texas Junior College Athletic,76,165,SS,,R,R,Grayson College,North Texas Junior College Athletic,Grayson College_AT_McLennan Community College_04/28/2018,,,,4,0,2,3,0,4,4.35,4,0,0,3,2.5,1,1,0,0,0,35,30,45,40,45,40,30,45,40,45,209,420,119,3238,"Fluid shortstop with a decent arm. Able to make tough plays. Good at situational hitting, reads and reacts to pitches well. Trouble with off speed at times however. Usually able to fight at the plate and extend ABs.",39
