First Name,Last Name,Date,CLASS,SCOUT_NAME,PLAYER_SCHOOL,CONFERENCE,DIVISION,HEIGHT_IN,WEIGHT,POSITION1,POSITION2,THROWING_SIDE_R_L,BATTING_SIDE_R_L_S,OPPONENT_SCHOOL,OPPONENT_CONFERENCE,GAME,INNINGS_PITCHED,HITS_ALLOWED,RUNS_ALLOWED,STOLEN_BASES_ALLOWED,WALKS,STRIKEOUTS_CALLED_VS_RIGHT,STRIKEOUTS_SWINGING_VS_RIGHT,STRIKEOUTS_CALLED_VS_LEFT,STRIKEOUTS_SWINGING_VS_LEFT,HOME_RUNS_ALLOWED,GROUNDOUTS,FLYOUTS,TIME_TO_HOME,PITCH_TOTAL,STRIKES_TOTAL,BATTERS_FACED,FIRST_PITCH_STRIKES,HITS_ALLOWED_LEFT_SIDE,HITS_ALLOWED_MIDDLE,HITS_ALLOWED_RIGHT_SIDE,FASTBALL_VELO_MIN,FASTBALL_VELO_MAX,FB_PITCH_TYPE,TOTAL_SWINGS_FASTBALL,SWINGS_AND_MISSES_FASTBALL,CHASE_SWINGS_FASTBALL,HARD_CONTACT_FASTBALL,BREAKING_BALL_VELO_MIN,BREAKING_BALL_VELO_MAX,BB_PITCH_TYPE,TOTAL_SWINGS_BREAKING_BALL,SWINGS_AND_MISSES_BREAKING_BALL,CHASE_SWINGS_BREAKING_BALL,HARD_CONTACT_BREAKING_BALL,THIRD_PITCH_VELO_MIN,THIRD_PITCH_VELO_MAX,THIRD_PITCH_TYPE,TOTAL_SWINGS_THIRD_PITCH,SWINGS_AND_MISSES_THIRD_PITCH,CHASE_SWINGS_THIRD_PITCH,HARD_CONTACT_THIRD_PITCH,FOURTH_PITCH_VELO_MIN,FOURTH_PITCH_VELO_MAX,FOURTH_PITCH_TYPE,TOTAL_SWINGS_FOURTH_PITCH,SWINGS_AND_MISSES_FOURTH_PITCH,CHASE_SWINGS_FOURTH_PITCH,HARD_CONTACT_FOURTH_PITCH,SCOUTING_NOTES,INJURY_NOTES,CHARACTER_NOTES,PITCHING_NOTES,FIELDING_NOTES,ATHLETE_NOTES,VIDEO_EXISTS,SCHOOL_ID,SCOUT_ID,GAME_KEY,MATCH_ID,-,DIVISION,DATE,AGE,FIRST&LAST,STRIKE %,K/9,BB/9,MISS%,CHASE%,FB MISS%,FB CHASE%,BB MISS%,BB CHASE%,NameHSGradYR,,,
Jarret,Whorff,3/15/2019,So.,Jerrod Blackmon,Panola College,TX,JC,74,185,P,0,R,R,Angelina College,Southwest Junior College Conference,Angelina College_vs_Panola College_03/15/2019,5,7,1,1,4,1,0,1,0,0,4,9,1.57,94,49,26,12,4,2,1,85,89,4-Seam,30,5,2,8,69,74,Curveball,4,1,0,1,79,82,Changeup,2,0,0,0,0,0,0,0,0,0,0,"Above average height at 6'2; athletic build with wide shoulders, so I believe there is some room to grow and add muscle. Good size in upper half of legs, gets good drive off the rubber.",No injuries.,"He is good at what he does, even when he is not at his best; found ways to get out of bad situations by relying on his repertoire.","Starts windup with small side step. Brings left leg above belt high, but remains tall as he begins his drive towards the plate. Hips are free with slight roation at the top of his motion; good bend in back leg; good drive off the rubber. Body stays in lin","Athletic; came off the mound well to field a bunt, and was quick in backing up throws from the outfield.",Above average. Fielded position well.,Y,5961,18,,12100,,JC,43539,20,Jarret Whorff,52.1,3.6,7.2,16.7,5.6,16.7,6.7,25.0,0.0,JarretWhorff2017,,RS-Sr.,5
Easton,Walker,3/15/2019,So.,Will Melville,Brigham Young University-Provo,WCC,1,69,160,P,0,R,0,Gonzaga University,West Coast Conference,Gonzaga University_vs_Brigham Young University-Provo_03/15/2019,4,4,0,0,0,0,0,0,0,0,4,4,0,53,31,11,4,2,1,1,86,90,2-Seam,22,4,1,0,76,78,Slider,3,1,1,1,80,80,Changeup,1,0,0,0,71,73,Curveball,0,0,0,0,"He may be BYU's best relief pitcher.  Although he is small, he generates pretty good velocity on his fastball.  Has solid mechanics in his delivery.",0,"He's a great competitor.  He shows up every night, and he gets into most games.","His fastball velocity is surprisingly good considering how small he is.  His breaking balls have a lot of break, which is especially impressive considering the altitude.  He someimts sturggels to find the strike zone, but he also avoids giving up walks.","He's a good fielder.  He always knew where to go and who to backup.  He covered first on a ground ball hit to the firstbasemen, and that resulted in a double play.","He's not necessarily the most athletic guy out there. He is pretty small.  Despite that, he generates good velocity, and he doesnΓÇÜ├ä├╢ΓêÜ├æΓêÜ┬Ñt' give up runs.  He's a great pitcher.",Y,3095,129,,12099,,01,43539,20,Easton Walker,58.5,0.0,0.0,19.2,7.7,18.2,4.5,33.3,33.3,EastonWalker2017,,,
Dylan,Bishop,3/15/2019,HS-Sr.,Spencer Bayes,Selah High School,WA,HS,71,170,P,CF,R,R,Anacortes High School (WA),WA,Anacortes High School (WA)_vs_Selah High School_03/15/2019,4,4,0,0,1,1,1,0,0,0,7,3,1.09,56,36,18,9,1,1,2,71,78,4-Seam,12,1,1,3,61,68,Curveball,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clearly didn't have his best command on this day, but has a fastball that can challenge hitters. Despite the lack of command he had plenty of confidence in his curveball and liked to use it early in counts to steal strikes",0,0,0,0,0,N,1792,11,,12098,,HS,43539,18,Dylan Bishop,64.3,4.5,2.3,17.6,17.6,8.3,8.3,40.0,40.0,DylanBishop2019,,,
David,Rhodes,3/15/2019,Fr.,Chris Weikel,University of Washington-Seattle Campus,Pacific-12 Conference,1,74,210,P,0,R,R,University of Oregon,Pacific-12 Conference,University of Oregon_vs_University of Washington-Seattle Campus_03/15/2019,6,4,3,0,1,0,0,1,3,0,7,7,2.12,77,50,23,11,1,3,0,89,93,4-Seam,23,2,2,4,74,77,Curveball,0,0,0,0,88,92,Cutter,13,6,3,1,82,84,Changeup,4,1,2,1,0,0,0,0,0,0,Y,2254,204,,11741,,01,43539,19,David Rhodes,64.9,6.0,1.5,22.5,17.5,8.7,8.7,-,-,DavidRhodes2018,,,
Cullen,Kafka,3/15/2019,So.,Adam Schane,University of Oregon,Pacific-12 Conference,1,76,208,P,0,R,R,University of Washington-Seattle Campus,Pacific-12 Conference,University of Washington-Seattle Campus_vs_University of Oregon_03/15/2019,4.67,11,7,0,3,1,1,1,1,1,7,2,1.26,94,54,28,12,5,3,3,88,92,2-Seam,27,2,4,7,76,80,Slider,7,3,3,2,81,84,Changeup,1,1,1,0,89,94,4-Seam FB,5,0,0,0,"Sloped shoulders with room for more muscle growth. Overall more room to fill out, especially on lower half. No facial hair, but more mature facical features. 3/4 arm slot. The windup is more compact, he cruches his body onto the back foot, then explodes f",None,"Interacted with his team well, quiet when warming up and when in the dugout. Typical for a starting pitcher. Little to no emotion showed on the mound.","4.2 IP, 11H 4K. Struggled more with control and command when runners were on base. Huge jam in 5th inning, which really showed the fatigue. Loss of velo of about 2-4 MPH and command was lost. At that point reverted to only Slider and 2S. His 2 seam and 4","Fielded position well, had a few opportunities to field ground balls, did so cleanly. Got over to 1B when ball was hit there and covered the bag well.","Moved well on and off the mound. Nothing was outstanding regarding athleticism, but he is not unathletic either.",Y,2213,169,,155,,01,43539,20,Cullen Kafka,57.4,7.7,5.8,15.0,20.0,7.4,14.8,42.9,42.9,CullenKafka2017,,,
Mitch,McIntyre,3/15/2019,So.,Will Melville,Brigham Young University-Provo,WCC,1,72,185,P,OF,L,L,Gonzaga University,West Coast Conference,Gonzaga University_vs_Brigham Young University-Provo_03/15/2019,3.33,1,0,0,1,0,0,0,2,0,0,9,0,54,32,12,8,0,0,1,86,88,2-Seam,24,7,0,0,75,76,Slider,2,0,0,0,80,81,Changeup,2,1,0,0,0,0,0,0,0,0,0,"He's a great athlete with a a lot of promise going forward.  He bats in the lineup every night, as well as making relief pitching appearances. He's also young, with potential to get bigger and stronger.",0,"He's a good kid, and he's well liked.","He commands his fastball well.  He uses his fastball far more than any other pitch, but his other two pitches were pretty nice.  He's athleitc with a good delivery.  His fastball velocity isn't spectacular, but he is also only a sophomore.  I could see hi",0,He may be the best athlete on the team.  He pitches and he bats in the lineup every night.  He can play outfield well.  His athleticism gives him a lot of potential going forward.,Y,3095,129,,4519,,01,43539,20,Mitch McIntyre,59.3,5.4,2.7,28.6,0.0,29.2,0.0,0.0,0.0,MitchMcIntyre2017,,,
Jeff,Piver,3/15/2019,RS-Sr.,Andrew Pop,San Francisco State University,California Collegiate Athletic Association,2,73,165,P,0,R,0,California State Polytechnic University-Pomona,California Collegiate Athletic Association,California State Polytechnic University-Pomona_vs_San Francisco State University_03/15/2019,6,7,2,0,1,2,0,0,3,0,4,5,2.15,102,71,25,14,2,4,1,81,86,2-Seam,29,11,1,3,74,71,Curveball,10,2,7,2,75,79,Changeup,8,2,6,0,0,0,0,0,0,0,0,"has a 3/4 arm slot, works really quick, easy mechanics, lower body not over powering, uses alot of upper body, quick late arm action, mechanics are not repeatable, inconsistent landing spots with back leg following the follow threw, does hide the ball wel",not injured,"good makeup, was able battle through a big first inning to finish with a quality start","pitched well, did not rely in one pitch used all three of pitches, usually threw away from hitters however allowed alot of hits on pitches in the zone or Curveball to high in the strikezone. did use his fastball high in the zone as well. different pitch s","gets in a good fielding position, was able to get out of the way of liner as well.",0,Y,1767,154,,7396,,02,43539,23,Jeff Piver,69.6,7.5,1.5,31.9,29.8,37.9,3.4,20.0,70.0,JeffPiver2014,,,
Gianluca,Dalatri,3/15/2019,Jr.,Scott Mitchell,University of North Carolina at Chapel Hill,Atlantic Coast Conference,1,78,250,P,0,R,R,University of Miami,Atlantic Coast Conference,University of Miami_vs_University of North Carolina at Chapel Hill_03/15/2019,5,8,2,2,2,1,0,1,4,0,2,4,1.4,92,41,22,14,3,1,2,88,92,4-Seam,12,3,0,5,74,77,Curveball,3,1,1,2,80,85,Changeup,11,8,0,0,0,0,0,0,0,0,0,MLB size; good movement on breaking ball; inconsistent strikes; owns the mound; head case; needs to go somewhere that will encourage,no noticable injuries,Secluded; does not interact after being pulled; seems to be in his own world at times,does not use his whole body; relies on arm and size; did not throw strikes; pitch to contact type pitcher,n/a,"has the size to play pitcher, but not athletic enough to play anywhere else",Y,2206,135,,3001,,01,43539,21,Gianluca Dalatri,44.6,10.8,3.6,46.2,3.8,25.0,0.0,33.3,33.3,GianlucaDalatri2016,,,
Parker,Carraci,3/15/2019,RS-Jr.,Nick Filipich,University of Mississippi,Southeastern Conference,1,74,205,P,0,R,0,The University of Alabama,Southeastern Conference,The University of Alabama_vs_University of Mississippi_03/15/2019,1.67,1,0,0,0,1,2,0,0,0,0,2,0,29,20,6,3,0,1,0,92,95,4-Seam,14,4,0,1,78,80,Slider,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,strong athletic build at 6 foot 205,N/A,No concerns,Showed better command than he had been earlier in season. Good swing and miss stuff on his fastball. Showed a slider at 79-80,0,0,Y,2186,64,,12139,,01,43539,22,Parker Carraci,69.0,16.2,0.0,31.3,0.0,28.6,0.0,50.0,0.0,ParkerCarraci2015,,,
Garrett,Rukes,3/15/2019,RS-So.,Nick Filipich,The University of Alabama,Southeastern Conference,1,76,205,P,0,L,0,University of Mississippi,Southeastern Conference,University of Mississippi_vs_The University of Alabama_03/15/2019,1.67,2,0,0,0,0,0,0,1,0,0,4,0,30,19,7,5,1,1,0,85,88,4-Seam,12,4,1,0,73,74,Curveball,0,0,0,0,79,80,Changeup,1,0,0,0,0,0,0,0,0,0,0,lean build. 3/4 arm angle. clean mechanics.,N/A,No concerns,Pitched 1 and 2/3 giving up 2 hits while recording 1 strikeout and 4 flyouts. Did a good job of getting ahead early and keeping counts in his favor.,0,0,Y,2126,64,,12138,,01,43539,21,Garrett Rukes,63.3,5.4,0.0,30.8,7.7,33.3,8.3,-,-,GarrettRukes2016,,,
Clay,Hunt,3/15/2019,Sr.,Jake Anders,College of Charleston,Colonial Athletic Association,1,70,200,P,INF,R,R,Furman University,Southern Conference,Furman University_vs_College of Charleston_03/15/2019,0.33,2,3,0,2,0,0,0,0,0,0,1,0,20,12,5,2,0,1,0,87,89,4-Seam,7,0,0,0,0,0,0,0,0,0,0,72,77,Cutter,2,0,0,0,0,0,0,0,0,0,0,"was informed he threw two pitches, fastball and cutter",tore ucl last year,was lobbing ball at 57mph on his first couple warm-up pitches,"not a very good pitching motion (not solid), lacked control",0,plays infield as well,Y,427,3,,12137,,01,43539,22,Clay Hunt,60.0,0.0,54.5,0.0,0.0,0.0,0.0,-,-,ClayHunt2015,,,
Jared,Liebelt,3/15/2019,Sr.,Joshua Arthurs,Mississippi State University,Southeastern Conference,1,72,169,P,0,R,R,University of Florida,Southeastern Conference,University of Florida_vs_Mississippi State University_03/15/2019,1,0,0,0,0,1,0,0,0,0,1,1,0,9,7,3,2,0,0,0,90,91,2-Seam,4,1,0,1,76,76,Curveball,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Low 3/4 to sidearm sweeping delivery with lots of break on curveball, not a lot of extention down the mound. Good arm side movement on fastball straightens out the pitch to the plate from the delivery point.",0,0,"Leaned on fastball in short relief appearance, hitters made enough contact with it but wasn't hard.",0,0,Y,1327,6,,3311,,01,43539,22,Jared Liebelt,77.8,9.0,0.0,25.0,0.0,25.0,0.0,-,-,JaredLiebelt2015,,,
Colby,White,3/15/2019,Jr.,Joshua Arthurs,Mississippi State University,Southeastern Conference,1,72,190,P,0,R,R,University of Florida,Southeastern Conference,University of Florida_vs_Mississippi State University_03/15/2019,1,2,1,0,0,0,0,0,0,0,2,1,1.33,18,10,5,1,0,0,0,91,95,4-Seam,7,1,1,2,0,0,0,0,0,0,0,78,70,Changeup,0,0,0,0,0,0,0,0,0,0,0,"Has a pause in delivery but comes straight to plate. Overextends to the point where delivery loses repeatability. Arm action slowed on the one offspeed pitch he threw, works exclusively with the fastball. Often finishes off balance to glove side and pulls",0,0,0,0,0,Y,1327,6,,2978,,01,43539,21,Colby White,55.6,0.0,0.0,14.3,14.3,14.3,14.3,-,-,ColbyWhite2016,,,
Ethan,Small,3/15/2019,RS-Jr.,Joshua Arthurs,Mississippi State University,Southeastern Conference,1,75,214,P,0,L,L,University of Florida,Southeastern Conference,University of Florida_vs_Mississippi State University_03/15/2019,6,2,1,0,3,0,10,0,1,1,3,4,1.25,99,57,23,11,0,0,0,85,92,4-Seam,29,9,4,0,0,0,0,0,0,0,0,74,78,Changeup,6,4,4,0,0,0,0,0,0,0,0,"Rocking, higher effort delivery falling off to 3B side. Arm deceleration on offspeed makes it possible to see out of hand. Has enough deception to be successful with fastball.","Lost velocity on fastball through outing as he sat high 80s early with ability to run it up, but fell into mid 80s after 80 pitches","Very concerned with controlling running game, many pickoff attempts towards even the slower runners on 1B.","Sidesteps or holds leg to mess with timing. Ran the fastball up high in the zone to get swing and miss. Worked almost exclusively with fastball, when hitters saw it out of the hand they hit it hard, but plenty of deception to keep that from happening.",0,Frame is filled out but arm action is not too fast.,Y,1327,6,,3110,,01,43539,22,Ethan Small,57.6,16.5,4.5,37.1,22.9,31.0,13.8,-,-,EthanSmall2015,,,
Nick,Krauth,3/14/2019,So.,Ben Comar,Diablo Valley College,California Community College Athletic Conference,JC,75,175,P,0,R,R,Santa Rosa Junior College,CA,Santa Rosa Junior College_vs_Diablo Valley College_03/14/2019,7.33,7,2,1,2,2,3,1,0,0,10,6,1.25,105,70,34,24,3,1,3,80,86,2-Seam,24,3,1,8,73,78,Slider,13,3,5,1,63,69,Curveball,3,0,0,1,76,78,Changeup,4,2,1,0,"Long, lanky build. Baby faced so could still be room to grow. Not overpowering. Good arm action; slow to fast. Accelerates more as he gets ready to deliver pitch. Lifts leg rather than swing and had good control throughout game. Consistent front foot land",None,Not bothered by anything. Error was committed behind him but didn't show frustration. Very calm guy. Excellent composure. Got a big strikeout to end 7th and was pumped coming off mound.,Pitched decent. Had to navigate traffic almost every inning but was able to limit damage throughout/didn't allow a run until last inning. Made key pitches when he needed to. Threw strikes consistently. Maintained velocity throughout and pitches were still,Good fielder. Fielded sac bunt well. Really does a good job of using mound and can vacate quickly if needed.,Good athlete. Instinctively aware of situations. Good idea of how to pitch. Has mannerisms of pitcher. Confident in ability.,0,559,33,,9764,,JC,43538,20,Nick Krauth,66.7,7.4,2.5,18.2,15.9,12.5,4.2,23.1,38.5,NickKrauth2017,,,
Greg,Dunham,3/13/2019,So.,Jonah Simon,Youngstown State University,Horizon League,1,72,200,P,0,R,R,University of Pittsburgh-Pittsburgh Campus,Atlantic Coast Conference,University of Pittsburgh-Pittsburgh Campus_vs_Youngstown State University_03/13/2019,0,0,1,0,2,0,0,0,0,0,0,0,1.7,12,4,2,0,0,0,0,82,86,4-Seam,1,0,0,0,74,75,Slider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Small build. Very little control. Was removed from the game after two batters.┬¼┬¿ΓÇÜ├äΓÇá,No signs of injury. Had an arm issue in the past.┬¼┬¿ΓÇÜ├äΓÇá,Could not locate any one of his pitches. Very brief outing.┬¼┬¿ΓÇÜ├äΓÇá,Did not get an opportunity in the field.┬¼┬¿ΓÇÜ├äΓÇá,"While faced adversity, did not lose composure.┬¼┬¿ΓÇÜ├äΓÇá",Average athlete. Very limited look.┬¼┬¿ΓÇÜ├äΓÇá,Y,2466,180,,11553,,01,43537,20,Greg Dunham,33.3,-,-,0.0,0.0,0.0,0.0,-,-,GregDunham2017,,,
Derek┬á,West,3/13/2019,RS-Jr.,Jonah Simon,University of Pittsburgh-Pittsburgh Campus,Atlantic Coast Conference,1,77,245,P,0,R,R,Youngstown State University,Horizon League,Youngstown State University_vs_University of Pittsburgh-Pittsburgh Campus_03/13/2019,2.67,2,1,0,4,1,1,0,0,0,3,2,1.6,67,39,14,7,2,0,0,88,93,4-Seam,10,7,1,2,74,76,Curveball,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Little projectability left. Arm seems stiff. Body has filled out.┬¼┬¿ΓÇÜ├äΓÇá,No signs of injury. Had an arm issue in the past.┬¼┬¿ΓÇÜ├äΓÇá,Control was very inconsistent. Succeeds by blowing batters away with fastball.┬¼┬¿ΓÇÜ├äΓÇá,Made all the plays in the field. Showed good field awareness.┬¼┬¿ΓÇÜ├äΓÇá,"Was able to battle on the mound. Although control was erratic, he competed.┬¼┬¿ΓÇÜ├äΓÇá",Average athlete. Seemed stiff at times.┬¼┬¿ΓÇÜ├äΓÇá,Y,2216,180,,8711,,01,43537,22,Derek┬á West,58.2,6.7,13.5,57.1,14.3,70.0,10.0,25.0,25.0,Derek┬áWest2015,,,
Marcus,Lee,3/13/2019,HS-Sr.,Joe Diz,Fruita Monument High School (CO),CO,HS,77,165,P,1B,R,R,Boulder High School (CO),CO,Boulder High School (CO)_vs_Fruita Monument High School (CO)_03/13/2019,4.33,4,2,3,4,1,1,1,2,0,3,4,1.43,71,48,20,6,2,0,2,84,87,4-Seam,24,8,2,6,70,72,Curveball,4,2,0,1,71,74,Changeup,2,1,0,0,0,0,0,0,0,0,0,Tall and lanky/skinny. Has lots of room to grow. Was also teams 4 hole hitter.,Has good mechanics with his upper half. is tall and lanky and sometimes this causes his arm to drag when he rushes to the plate.,"Seemed to be the rallying force around the team. As he went, so did the team.",Works with a quick tempo. I think this causes him to rush to the plate lots of times and his arm tends to drag. He missed a ton of pitches up and in to righties and up and out to lefties. He really slowed his arm down on breaking balls. Fell behind to mos,Works with a quick tempo. I think this causes him to rush to the plate lots of times and his arm tends to drag. He missed a ton of pitches up and in to righties and up and out to lefties. He really slowed his arm down on breaking balls. Fell behind to mos,Batted cleanup for the team. He also plays basketball,Y,8082,213,,12102,,HS,43537,18,Marcus Lee,67.6,10.4,8.3,36.7,6.7,33.3,8.3,50.0,0.0,MarcusLee2019,,,
Kevin,Martin,3/13/2019,HS-Sr.,Lukas Gudelis,Westminster Christian School (FL),FL,HS,76,0,P,1B,R,R,0,0,_vs_Westminster Christian School (FL)_03/13/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"U of Florida commit. Large build, very powerful and strong player with lots of raw power. Primarily a pitcher, but also has a solid bat and is still in the lineup when he is not hitting. Could potentially be a two-way college player.",0,0,0,"Primarily a pitcher, but is also in the lineup when not pitching. Played DH in this game, but also plays 1B.",Very strong but not the fastest or most agile player on the field.,Y,2392,84,,2869,,HS,43537,18,Kevin Martin,0.0,-,-,-,-,-,-,-,-,KevinMartin2019,,,
Alex,Padilla,3/12/2019,RS-Sr.,Robert Frey,University of Illinois at Chicago,Horizon League,1,72,195,P,0,R,R,Chicago State University,Western Athletic Conference,Chicago State University_vs_University of Illinois at Chicago_03/12/2019,1,0,0,0,0,1,0,0,0,0,2,0,0,10,7,3,2,0,0,0,89,89,4-Seam,2,2,0,0,77,78,Curveball,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smooth and direct mechanics, finishes straight up in the windup, on the first base side in the stretch. Rich Hill type leg kick when throwing in the stretch. Fastball is 4-seam and has a lot of spin. Body is somewhat projectable, once he adds muscle. If h",N/A,"Relaxed, maybe a little too relaxed. On the mound, he is quick and ready to throw the next pitch. Focuses on the task at hand.",Was very comfortable on the mound. Curveball was 11-5 tilt and sharp with good bite and late movement. Fastball was at a consistent 89 mph and was dotting the corners of the seven that he threw.,N/A,Athletic on the mound. Fluid with his movements.,Y,2160,68,,1247,,01,43536,23,Alex Padilla,70.0,9.0,0.0,66.7,0.0,100.0,0.0,0.0,0.0,AlexPadilla2014,,,
Sean,Bretz,3/12/2019,Jr.,Evan Escalante,University of Houston,American Athletic Conference,1,78,230,P,0,R,R,The University of Texas at San Antonio,Conference USA,The University of Texas at San Antonio_vs_University of Houston_03/12/2019,1,0,0,1,0,1,1,1,1,0,1,0,0,19,12,4,2,0,0,0,87,90,4-Seam,7,3,0,1,71,74,Curveball,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,In one inning of work Bretz started out with a runner reaching on an error but was able to captialize with two strikeouts and a groundout to avoid giving up any runs in his outing. First year at UH coming from Delgado CC and so far has only seen reliever,No recent injuries to note.,Remained poised after having to work out of a jam with a runner in scoring position. Battled with his final batter faced in a long count and won that battle by striking him out swinging. Walked off pumped.,"Pitched with a high 3/4 arm slot and finished well. Displayed solid command and was able to work out of pressure that was caused by a error. Finished his pitches fully extended, fastball was able to stay around 89-90 mph and showed some late movement and",No fielding done in this inning.,Tall and lanky with a medium build. Has the frame to continue to beef up.,N,2158,60,,12107,,01,43536,21,Sean Bretz,63.2,36.0,0.0,44.4,0.0,42.9,0.0,50.0,0.0,SeanBretz2016,,,
Landon,Thomason,3/12/2019,HS-Fr.,Kevin Keeton,Vandergrift High School (TX),TX,HS,73,220,P,3B,R,R,Cedar Ridge High School (TX),TX,Cedar Ridge High School (TX)_vs_Vandergrift High School (TX)_03/12/2019,5,7,5,0,1,1,2,0,1,0,7,4,1.7,77,52,24,16,2,2,3,76,82,4-Seam,22,9,2,4,70,72,Curveball,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Young up and coming Central Texas stud, very competitive and athletic for his size, with more space to grow in the shoulders. Getting video from his coach ASAP",0,0,"Needs to use his lower half more, and needs to work on warming up better before the game didnt hit Max Velo until 3rd inning",0,"Good Looking kid, very strong base and will fill out in the shoulders, runs very well for a 15 year old 6'1 220lb kid",N,2285,104,,12106,,HS,43536,15,Landon Thomason,67.5,7.2,1.8,46.2,19.2,40.9,9.1,75.0,75.0,LandonThomason2022,,,
Trey,Neslage,3/12/2019,HS-Sr.,Eric Droegemeier,San Angelo Central High School (TX),TX,HS,73,165,P,1B,L,0,Weatherford High School (TX),TX,Weatherford High School (TX)_vs_San Angelo Central High School (TX)_03/12/2019,7,3,0,0,3,2,1,0,0,0,8,4,1.56,95,62,29,12,1,1,1,73,80,4-Seam,23,3,0,3,66,70,Curveball,9,0,0,2,72,74,Changeup,6,1,0,1,0,0,0,0,0,0,0,good repeatable mechanics in his lower half but his weak arm action keeps his velocity low. Room to grow in his frame and add strength so there is hope he can throw harder.,0,0,Has a really nice changeup he likes to bury in the dirt,0,Long legs and room to grow and get stronger,Y,8370,52,,12105,,HS,43536,18,Trey Neslage,65.3,3.9,3.9,10.5,0.0,13.0,0.0,0.0,0.0,TreyNeslage2019,,,
Spencer,Hynes,3/12/2019,So.,Evan Escalante,University of Houston,American Athletic Conference,1,76,230,P,0,L,0,The University of Texas at San Antonio,Conference USA,The University of Texas at San Antonio_vs_University of Houston_03/12/2019,1.33,0,1,0,1,1,0,0,0,0,0,2,0,27,0,6,1,0,0,0,86,88,4-Seam,5,0,0,3,72,75,Slider,0,0,0,0,77,79,Changeup,2,0,1,1,0,0,0,0,0,0,0,"Still a sophmore, Hynes showed some flashes of his ability and potential early on in his outing, but too may missed locations resulted in him getting pulled early. Not sure if Coach Whitting planned to have him go deep regardless since he threw eight diff","Came back from an arm injury that sidelined him for most of 2018. Didn't see any glaring issues with future injury, but poor command could be result of injury history.",When under pressure didn't show any poor body language or reaction when he mademental errors.,"Worked from a 3/4 arm slot and was working out and in on right-handed hitters. As previously stated, command was a large issue in this outing and more than likely why he didn't see more than 1 1/3. Majority of the pitches thrown were fastballs, when offsp",Made a pick-off error that looked super rough. Runner advanced into scoring position and which would eventually turn into the run he gave up. Kind of worked runners but overall needs to improve his pickoff move.,"No athletic build, but has a larger frame and broad shoulders that makes him a bigger left handed pitcher.",Y,2158,60,,12104,,01,43536,20,Spencer Hynes,0.0,6.8,6.8,0.0,14.3,0.0,0.0,-,-,SpencerHynes2017,,,
Cade,Pilchard,3/12/2019,HS-Sr.,Ben Comar,Jesuit High School (CA),CA,HS,76,210,P,0,R,R,De La Salle High School (CA),CA,De La Salle High School (CA)_vs_Jesuit High School (CA)_03/12/2019,2,3,4,1,1,0,2,0,0,1,1,1,1.25,58,30,14,6,1,1,1,86,90,4-Seam,9,2,2,2,71,75,Curveball,7,4,5,0,74,75,Changeup,0,0,0,0,0,0,0,0,0,0,0,"Long, lanky, tall build with a loose arm. Broad shoulders. Very projectable righty. Has a good three pitch mix. Able to use frame to advantage; able to get extension and consequently, ball jumps on hitters quickly. Arm can get long at times. High 3/4 arms",None,"Good focus on the mound, had competitive nature about him. Good mound presence. Didn't show much emotion after being pulled from game but definitely didn't seem satisfied with outing and understandibly so.","Had an overall tough day on mound. Was in a hole from the start and onslught continued. Lasted 2+ innings and gave up 4. Didn't have great tempo, was out of whack from start. Was rushing some and it being his first start of year against a formidable team,",Didn't get opportunity to see him field but moved to back up 3rd when needed.,Is definitely an athlete. Has all the tools to be a quality pitcher at the next level. Very projectable.,0,8722,33,,12103,,HS,43536,18,Cade Pilchard,51.7,9.0,4.5,37.5,43.8,22.2,22.2,57.1,71.4,CadePilchard2019,,,
